id,Product Name,Brand,Main Category,Subcategory,Size / Unit,Price,Benchmark Price,Benchmark Source,Benchmark URL,Last Checked,Pricing Note
golden-penny-spaghetti-500g,Golden Penny Spaghetti,Golden Penny,Foodstuffs,Pasta,500g,1295,,,,,
mama-s-pride-spaghetti-500g,Mama's Pride Spaghetti,Mama's Pride,Foodstuffs,Pasta,500g,1310,,,,,
honeywell-spaghetti-500g,Honeywell Spaghetti,Honeywell,Foodstuffs,Pasta,500g,1250,,,,,
dangote-spaghetti-500g,Dangote Spaghetti,Dangote,Foodstuffs,Pasta,500g,1250,,,,,
golden-penny-macaroni-500g,Golden Penny Macaroni,Golden Penny,Foodstuffs,Pasta,500g,1295,,,,,
power-pasta-spaghetti-500g,Power Pasta Spaghetti,Power Pasta,Foodstuffs,Pasta,500g,1200,,,,,
barilla-spaghetti-no-5-500g,Barilla Spaghetti No.5,Barilla,Foodstuffs,Pasta,500g,3995,,,,,
caprice-parboiled-rice-5kg,Caprice Parboiled Rice,Caprice,Foodstuffs,Rice,5kg,9000,,,,,
mama-gold-rice-5kg,Mama Gold Rice,Mama Gold,Foodstuffs,Rice,5kg,12500,,,,,
royal-stallion-rice-5kg,Royal Stallion Rice,Royal Stallion,Foodstuffs,Rice,5kg,13000,,,,,
big-bull-rice-5kg,Big Bull Rice,Big Bull,Foodstuffs,Rice,5kg,12500,,,,,
basmati-rice-5kg,Basmati Rice,Tilda,Foodstuffs,Rice,5kg,42000,,,,,
aeroplane-basmati-rice-5kg,Aeroplane Basmati Rice,Aeroplane,Foodstuffs,Rice,5kg,28500,,,,,
tropical-sun-golden-sella-basmati-rice-2kg,Tropical Sun Golden Sella Basmati Rice,Tropical Sun,Foodstuffs,Rice,2kg,12400,,,,,
gino-viet-fragrant-kdm-rice-5kg,Gino Viet Fragrant KDM Rice,Gino,Foodstuffs,Rice,5kg,24450,,,,,
lamis-parboiled-rice-1kg,Lamis Parboiled Rice,Lamis,Foodstuffs,Rice,1kg,4925,,,,,
indomie-instant-noodles-chicken-70g-x-40,Indomie Instant Noodles Chicken,Indomie,Foodstuffs,Noodles,70g x 40,12200,,,,,
indomie-onion-chicken-noodles-70g-x-40,Indomie Onion Chicken Noodles,Indomie,Foodstuffs,Noodles,70g x 40,11800,,,,,
indomie-super-pack-chicken-120g-x-40,Indomie Super Pack Chicken,Indomie,Foodstuffs,Noodles,120g x 40,18800,,,,,
indomie-bellefull-noodles-305g-x-16,Indomie Bellefull Noodles,Indomie,Foodstuffs,Noodles,305g x 16,21000,,,,,
minimie-instant-noodles-chicken-70g-x-40,Minimie Instant Noodles Chicken,Minimie,Foodstuffs,Noodles,70g x 40,11200,,,,,
mimee-instant-noodles-chicken-70g-x-40,Mimee Instant Noodles Chicken,Mimee,Foodstuffs,Noodles,70g x 40,10800,,,,,
knorr-chicken-cubes-50-cubes,Knorr Chicken Cubes,Knorr,Foodstuffs,Seasoning,50 cubes,2100,,,,,
knorr-beef-cubes-50-cubes,Knorr Beef Cubes,Knorr,Foodstuffs,Seasoning,50 cubes,2100,,,,,
maggi-star-seasoning-cubes-100-cubes,Maggi Star Seasoning Cubes,Maggi,Foodstuffs,Seasoning,100 cubes,3100,,,,,
maggi-chicken-cubes-100-cubes,Maggi Chicken Cubes,Maggi,Foodstuffs,Seasoning,100 cubes,3200,,,,,
royco-chicken-cubes-100-cubes,Royco Chicken Cubes,Royco,Foodstuffs,Seasoning,100 cubes,2800,,,,,
dangote-salt-1kg,Dangote Salt,Dangote,Foodstuffs,Salt & Spices,1kg,750,,,,,
mr-chef-iodized-salt-1kg,Mr Chef Iodized Salt,Mr Chef,Foodstuffs,Salt & Spices,1kg,800,,,,,
gino-tomato-paste-sachet-70g-x-50,Gino Tomato Paste Sachet,Gino,Foodstuffs,Tomato Paste,70g x 50,7200,,,,,
de-rica-tomato-paste-210g,De Rica Tomato Paste,De Rica,Foodstuffs,Tomato Paste,210g,1100,,,,,
tasty-tom-tomato-paste-70g-x-50,Tasty Tom Tomato Paste,Tasty Tom,Foodstuffs,Tomato Paste,70g x 50,7000,,,,,
gino-tomato-paste-tin-210g,Gino Tomato Paste Tin,Gino,Foodstuffs,Tomato Paste,210g,1050,,,,,
power-oil-vegetable-oil-3l,Power Oil Vegetable Oil,Power Oil,Foodstuffs,Cooking Oil,3L,7800,,,,,
kings-vegetable-oil-5l,Kings Vegetable Oil,Kings,Foodstuffs,Cooking Oil,5L,13500,,,,,
devon-king-s-vegetable-oil-5l,Devon King's Vegetable Oil,Devon King's,Foodstuffs,Cooking Oil,5L,13200,,,,,
mamador-vegetable-oil-3-5l,Mamador Vegetable Oil,Mamador,Foodstuffs,Cooking Oil,3.5L,11200,,,,,
grand-pure-soya-oil-5l,Grand Pure Soya Oil,Grand Pure,Foodstuffs,Cooking Oil,5L,13800,,,,,
laziz-palm-oil-4l,Laziz Palm Oil,Laziz,Foodstuffs,Palm Oil,4L,12000,,,,,
ducros-curry-powder-25g,Ducros Curry Powder,Ducros,Foodstuffs,Spices,25g,950,,,,,
ducros-thyme-10g,Ducros Thyme,Ducros,Foodstuffs,Spices,10g,650,,,,,
tiger-curry-powder-25g,Tiger Curry Powder,Tiger,Foodstuffs,Spices,25g,700,,,,,
onga-stew-seasoning-6g-x-50,Onga Stew Seasoning,Onga,Foodstuffs,Seasoning,6g x 50,1800,,,,,
peak-filled-milk-powder-400g,Peak Filled Milk Powder,Peak,Foodstuffs,Milk,400g,6200,,,,,
dano-full-cream-milk-powder-400g,Dano Full Cream Milk Powder,Dano,Foodstuffs,Milk,400g,5800,,,,,
cowbell-milk-powder-sachet-12g-x-20,Cowbell Milk Powder Sachet,Cowbell,Foodstuffs,Milk,12g x 20,1800,,,,,
milo-food-drink-500g,Milo Food Drink,Milo,Foodstuffs,Chocolate Drink,500g,6500,,,,,
bournvita-food-drink-500g,Bournvita Food Drink,Bournvita,Foodstuffs,Chocolate Drink,500g,6200,,,,,
kellogg-s-corn-flakes-500g,Kellogg's Corn Flakes,Kellogg's,Foodstuffs,Breakfast Cereal,500g,6200,,,,,
golden-morn-cereal-900g,Golden Morn Cereal,Golden Morn,Foodstuffs,Breakfast Cereal,900g,6500,,,,,
quaker-oats-tin-500g,Quaker Oats Tin,Quaker,Foodstuffs,Breakfast Cereal,500g,5500,,,,,
blue-band-margarine-250g,Blue Band Margarine,Blue Band,Foodstuffs,Spread,250g,1600,,,,,
nutzy-peanut-butter-510g,Nutzy Peanut Butter,Nutzy,Foodstuffs,Spread,510g,3600,,,,,
honeywell-semolina-1kg,Honeywell Semolina,Honeywell,Foodstuffs,Swallow,1kg,1800,,,,,
golden-penny-semovita-1kg,Golden Penny Semovita,Golden Penny,Foodstuffs,Swallow,1kg,1700,,,,,
familia-toilet-tissue-classic-natural-whiteness-12-rolls,Familia Toilet Tissue Classic Natural Whiteness,Familia,Toiletries,Toilet Tissue,12 rolls,4920,,,,,
boulos-rose-belle-toilet-tissue-12-rolls,Boulos Rose Belle Toilet Tissue,Boulos Rose,Toiletries,Toilet Tissue,12 rolls,6990,,,,,
softwave-toilet-tissue-48-rolls,Softwave Toilet Tissue,Softwave,Toiletries,Toilet Tissue,48 rolls,9980,,,,,
lamis-toilet-tissue-tulip-soft-4-rolls,Lamis Toilet Tissue Tulip Soft,Lamis,Toiletries,Toilet Tissue,4 rolls,4675,,,,,
lamis-toilet-tissue-plus-2-rolls,Lamis Toilet Tissue Plus,Lamis,Toiletries,Toilet Tissue,2 rolls,1210,,,,,
andrex-toilet-tissue-classic-clean-6-rolls,Andrex Toilet Tissue Classic Clean,Andrex,Toiletries,Toilet Tissue,6 rolls,10650,,,,,
papia-premium-toilet-tissue-silky-softness-12-rolls,Papia Premium Toilet Tissue Silky Softness,Papia,Toiletries,Toilet Tissue,12 rolls,2970,,,,,
freedom-inspiration-quilted-soft-tissue-4-rolls,Freedom Inspiration Quilted Soft Tissue,Freedom,Toiletries,Toilet Tissue,4 rolls,1200,,,,,
dettol-original-antibacterial-soap-110g-x-6,Dettol Original Antibacterial Soap,Dettol,Toiletries,Bath Soap,110g x 6,4200,,,,,
premier-cool-soap-110g-x-6,Premier Cool Soap,Premier Cool,Toiletries,Bath Soap,110g x 6,3600,,,,,
imperial-leather-soap-125g-x-6,Imperial Leather Soap,Imperial Leather,Toiletries,Bath Soap,125g x 6,3900,,,,,
eva-complexion-care-soap-150g-x-6,Eva Complexion Care Soap,Eva,Toiletries,Bath Soap,150g x 6,3400,,,,,
dove-beauty-bar-100g-x-4,Dove Beauty Bar,Dove,Toiletries,Bath Soap,100g x 4,6800,,,,,
cussons-baby-soap-75g-x-6,Cussons Baby Soap,Cussons,Toiletries,Bath Soap,75g x 6,3600,,,,,
closeup-toothpaste-deep-action-140g,Closeup Toothpaste Deep Action,Closeup,Toiletries,Oral Care,140g,2500,,,,,
colgate-maximum-cavity-protection-140g,Colgate Maximum Cavity Protection,Colgate,Toiletries,Oral Care,140g,2700,,,,,
pepsodent-cavity-fighter-toothpaste-140g,Pepsodent Cavity Fighter Toothpaste,Pepsodent,Toiletries,Oral Care,140g,2300,,,,,
oral-b-toothbrush-medium-1-piece,Oral-B Toothbrush Medium,Oral-B,Toiletries,Oral Care,1 piece,1200,,,,,
colgate-toothbrush-medium-1-piece,Colgate Toothbrush Medium,Colgate,Toiletries,Oral Care,1 piece,1000,,,,,
listerine-mouthwash-cool-mint-500ml,Listerine Mouthwash Cool Mint,Listerine,Toiletries,Oral Care,500ml,6500,,,,,
always-ultra-sanitary-pads-8-pads,Always Ultra Sanitary Pads,Always,Toiletries,Feminine Care,8 pads,1500,,,,,
always-cotton-soft-sanitary-pads-16-pads,Always Cotton Soft Sanitary Pads,Always,Toiletries,Feminine Care,16 pads,3200,,,,,
virony-sanitary-pads-10-pads,Virony Sanitary Pads,Virony,Toiletries,Feminine Care,10 pads,1200,,,,,
dr-brown-sanitary-pads-10-pads,Dr. Brown Sanitary Pads,Dr. Brown,Toiletries,Feminine Care,10 pads,1300,,,,,
cotton-wool-roll-500g,Cotton Wool Roll,Cotton Soft,Toiletries,Cotton Wool & Buds,500g,2800,,,,,
cotton-buds-200-sticks,Cotton Buds,Nice & Soft,Toiletries,Cotton Wool & Buds,200 sticks,1100,,,,,
dove-men-care-deodorant-spray-250ml,Dove Men+Care Deodorant Spray,Dove,Toiletries,Deodorant,250ml,6000,,,,,
nivea-dry-comfort-roll-on-50ml,Nivea Dry Comfort Roll-on,NIVEA,Toiletries,Deodorant,50ml,1700,,,,,
sure-men-antiperspirant-roll-on-50ml,Sure Men Antiperspirant Roll-on,Sure,Toiletries,Deodorant,50ml,1800,,,,,
rexona-men-deodorant-spray-200ml,Rexona Men Deodorant Spray,Rexona,Toiletries,Deodorant,200ml,5500,,,,,
axe-body-spray-black-150ml,Axe Body Spray Black,Axe,Toiletries,Body Spray,150ml,5000,,,,,
irish-spring-body-wash-591ml,Irish Spring Body Wash,Irish Spring,Toiletries,Body Wash,591ml,8500,,,,,
nivea-creme-soft-shower-gel-500ml,Nivea Creme Soft Shower Gel,NIVEA,Toiletries,Body Wash,500ml,6800,,,,,
dove-deeply-nourishing-body-wash-500ml,Dove Deeply Nourishing Body Wash,Dove,Toiletries,Body Wash,500ml,7500,,,,,
cussons-morning-fresh-hand-wash-500ml,Cussons Morning Fresh Hand Wash,Cussons,Toiletries,Hand Wash,500ml,2800,,,,,
dettol-liquid-hand-wash-200ml,Dettol Liquid Hand Wash,Dettol,Toiletries,Hand Wash,200ml,2500,,,,,
medisoft-hand-sanitizer-500ml,Medisoft Hand Sanitizer,Medisoft,Toiletries,Hand Sanitizer,500ml,3000,,,,,
carex-hand-wash-250ml,Carex Hand Wash,Carex,Toiletries,Hand Wash,250ml,3500,,,,,
babyface-facial-tissue-1-box,Babyface Facial Tissue,Babyface,Toiletries,Facial Tissue,1 box,1200,,,,,
nice-facial-tissue-1-box,Nice Facial Tissue,Nice,Toiletries,Facial Tissue,1 box,1400,,,,,
good-mama-detergent-assorted-1-7kg,Good Mama Detergent Assorted,Good Mama,Cleaning & Home Care,Laundry Detergent,1.7kg,4370,,,,,
viva-matic-machine-expert-detergent-1-7kg,Viva Matic Machine Expert Detergent,Viva,Cleaning & Home Care,Laundry Detergent,1.7kg,5980,,,,,
so-klin-matic-detergent-2kg,So Klin Matic Detergent,So Klin,Cleaning & Home Care,Laundry Detergent,2kg,6885,,,,,
waw-complete-5-in-1-liquid-detergent-1l,WAW Complete 5 In 1 Liquid Detergent,WAW,Cleaning & Home Care,Liquid Detergent,1L,4040,,,,,
clean-soft-automatic-liquid-laundry-detergent-1l,Clean Soft Automatic Liquid Laundry Detergent,Clean Soft,Cleaning & Home Care,Liquid Detergent,1L,4935,,,,,
persil-powder-colour-protect-7-5kg,Persil Powder Colour Protect,Persil,Cleaning & Home Care,Laundry Detergent,7.5kg,58450,,,,,
ariel-detergent-powder-2kg,Ariel Detergent Powder,Ariel,Cleaning & Home Care,Laundry Detergent,2kg,6500,,,,,
omo-multi-active-detergent-powder-2kg,Omo Multi Active Detergent Powder,Omo,Cleaning & Home Care,Laundry Detergent,2kg,6200,,,,,
sunlight-2-in-1-detergent-powder-2kg,Sunlight 2-in-1 Detergent Powder,Sunlight,Cleaning & Home Care,Laundry Detergent,2kg,5900,,,,,
viva-plus-detergent-powder-800g,Viva Plus Detergent Powder,Viva,Cleaning & Home Care,Laundry Detergent,800g,2475,,,,,
nittol-anti-bacterial-detergent-powder-800g,Nittol Anti-Bacterial Detergent Powder,Nittol,Cleaning & Home Care,Laundry Detergent,800g,1880,,,,,
canoe-extra-care-laundry-soap-230g,Canoe Extra Care Laundry Soap,Canoe,Cleaning & Home Care,Laundry Soap,230g,895,,,,,
waw-laundry-bar-130g,WAW Laundry Bar,WAW,Cleaning & Home Care,Laundry Soap,130g,210,,,,,
so-klin-multi-purpose-soap-120g-x-2,So Klin Multi-Purpose Soap,So Klin,Cleaning & Home Care,Laundry Soap,120g x 2,190,,,,,
comfort-fabric-conditioner-sun-shiny-days-930ml,Comfort Fabric Conditioner Sun Shiny Days,Comfort,Cleaning & Home Care,Fabric Conditioner,930ml,7150,,,,,
comfort-fabric-conditioner-pure-2l,Comfort Fabric Conditioner Pure,Comfort,Cleaning & Home Care,Fabric Conditioner,2L,11900,,,,,
vanish-gold-oxi-advance-stain-remover-470g,Vanish Gold Oxi Advance Stain Remover,Vanish,Cleaning & Home Care,Stain Remover,470g,22770,,,,,
hypo-bleach-regular-3-5l,Hypo Bleach Regular,Hypo,Cleaning & Home Care,Bleach,3.5L,4300,,,,,
jik-bleach-regular-3-5l,Jik Bleach Regular,Jik,Cleaning & Home Care,Bleach,3.5L,4500,,,,,
morning-fresh-dishwashing-liquid-450ml,Morning Fresh Dishwashing Liquid,Morning Fresh,Cleaning & Home Care,Dishwashing Liquid,450ml,1800,,,,,
mama-lemon-dishwashing-liquid-450ml,Mama Lemon Dishwashing Liquid,Mama Lemon,Cleaning & Home Care,Dishwashing Liquid,450ml,1500,,,,,
sunlight-dishwashing-liquid-750ml,Sunlight Dishwashing Liquid,Sunlight,Cleaning & Home Care,Dishwashing Liquid,750ml,2700,,,,,
fairy-clean-fresh-washing-up-liquid-320ml,Fairy Clean & Fresh Washing Up Liquid,Fairy,Cleaning & Home Care,Dishwashing Liquid,320ml,11485,,,,,
ecover-washing-up-liquid-lemon-aloe-450ml,Ecover Washing Up Liquid Lemon & Aloe,Ecover,Cleaning & Home Care,Dishwashing Liquid,450ml,18235,,,,,
harpic-power-plus-toilet-cleaner-450ml,Harpic Power Plus Toilet Cleaner,Harpic,Cleaning & Home Care,Toilet Cleaner,450ml,2100,,,,,
harpic-power-plus-toilet-cleaner-750ml,Harpic Power Plus Toilet Cleaner,Harpic,Cleaning & Home Care,Toilet Cleaner,750ml,3300,,,,,
mr-muscle-kitchen-cleaner-500ml,Mr Muscle Kitchen Cleaner,Mr Muscle,Cleaning & Home Care,Surface Cleaner,500ml,4200,,,,,
dettol-antiseptic-liquid-500ml,Dettol Antiseptic Liquid,Dettol,Cleaning & Home Care,Disinfectant,500ml,6500,,,,,
dettol-antiseptic-liquid-1l,Dettol Antiseptic Liquid,Dettol,Cleaning & Home Care,Disinfectant,1L,11500,,,,,
izal-disinfectant-1l,Izal Disinfectant,Izal,Cleaning & Home Care,Disinfectant,1L,3200,,,,,
air-wick-air-freshener-spray-300ml,Air Wick Air Freshener Spray,Air Wick,Cleaning & Home Care,Air Freshener,300ml,2500,,,,,
glade-air-freshener-spray-300ml,Glade Air Freshener Spray,Glade,Cleaning & Home Care,Air Freshener,300ml,2800,,,,,
raid-insecticide-spray-300ml,Raid Insecticide Spray,Raid,Cleaning & Home Care,Insecticide,300ml,3500,,,,,
mortein-insecticide-spray-300ml,Mortein Insecticide Spray,Mortein,Cleaning & Home Care,Insecticide,300ml,3200,,,,,
baygon-insecticide-spray-300ml,Baygon Insecticide Spray,Baygon,Cleaning & Home Care,Insecticide,300ml,3500,,,,,
scotch-brite-scrub-sponge-3-pieces,Scotch-Brite Scrub Sponge,Scotch-Brite,Cleaning & Home Care,Sponges & Scourers,3 pieces,2500,,,,,
vileda-cleaning-cloth-3-pieces,Vileda Cleaning Cloth,Vileda,Cleaning & Home Care,Cleaning Cloths,3 pieces,3200,,,,,
bristar-plastic-hanger-12-pieces,Bristar Plastic Hanger,Bristar,Cleaning & Home Care,Laundry Accessories,12 pieces,7425,,,,,
freshwater-clothes-hanger-12-pieces,Freshwater Clothes Hanger,Freshwater,Cleaning & Home Care,Laundry Accessories,12 pieces,3965,,,,,
sunplast-laundry-basket-1-piece,Sunplast Laundry Basket,Sunplast,Cleaning & Home Care,Laundry Accessories,1 piece,5500,,,,,
cerelac-wheat-milk-400g,Cerelac Wheat & Milk,Cerelac,Baby & Kids,Baby Food,400g,7085,,,,,
cerelac-maize-milk-400g,Cerelac Maize & Milk,Cerelac,Baby & Kids,Baby Food,400g,7100,,,,,
cerelac-rice-milk-400g,Cerelac Rice & Milk,Cerelac,Baby & Kids,Baby Food,400g,7200,,,,,
nutribom-infant-cereal-banana-apple-350g,Nutribom Infant Cereal Banana & Apple,Nutribom,Baby & Kids,Baby Food,350g,2295,,,,,
nutrilac-infant-cereal-with-milk-wheat-360g,Nutrilac Infant Cereal With Milk Wheat,Nutrilac,Baby & Kids,Baby Food,360g,3210,,,,,
peak-123-growing-up-milk-380g,Peak 123 Growing Up Milk,Peak,Baby & Kids,Growing Up Milk,380g,7060,,,,,
peak-456-growing-up-milk-380g,Peak 456 Growing Up Milk,Peak,Baby & Kids,Growing Up Milk,380g,5785,,,,,
nan-1-optipro-starter-infant-formula-400g,Nan 1 Optipro Starter Infant Formula,Nan,Baby & Kids,Infant Formula,400g,12280,,,,,
nan-3-optipro-growing-up-milk-400g,Nan 3 Optipro Growing Up Milk,Nan,Baby & Kids,Growing Up Milk,400g,12208,,,,,
sma-gold-3-toddler-milk-900g,SMA Gold 3 Toddler Milk,SMA,Baby & Kids,Toddler Milk,900g,30300,,,,,
nestle-nankid-optipro-4-400g,Nestle NanKid Optipro 4,Nestle,Baby & Kids,Growing Up Milk,400g,11205,,,,,
cow-gate-comfort-baby-milk-formula-800g,Cow & Gate Comfort Baby Milk Formula,Cow & Gate,Baby & Kids,Infant Formula,800g,59905,,,,,
huggies-dry-comfort-diapers-medium-50-pieces,Huggies Dry Comfort Diapers Medium,Huggies,Baby & Kids,Diapers,50 pieces,14500,,,,,
pampers-baby-dry-diapers-medium-64-pieces,Pampers Baby Dry Diapers Medium,Pampers,Baby & Kids,Diapers,64 pieces,18500,,,,,
molfix-diapers-medium-64-pieces,Molfix Diapers Medium,Molfix,Baby & Kids,Diapers,64 pieces,16000,,,,,
kisskids-diapers-large-50-pieces,Kisskids Diapers Large,Kisskids,Baby & Kids,Diapers,50 pieces,12500,,,,,
dr-brown-diapers-medium-50-pieces,Dr Brown Diapers Medium,Dr Brown,Baby & Kids,Diapers,50 pieces,12000,,,,,
huggies-baby-wipes-56-wipes,Huggies Baby Wipes,Huggies,Baby & Kids,Baby Wipes,56 wipes,2800,,,,,
pampers-baby-wipes-64-wipes,Pampers Baby Wipes,Pampers,Baby & Kids,Baby Wipes,64 wipes,3000,,,,,
molfix-baby-wipes-80-wipes,Molfix Baby Wipes,Molfix,Baby & Kids,Baby Wipes,80 wipes,2500,,,,,
cussons-baby-lotion-200ml,Cussons Baby Lotion,Cussons,Baby & Kids,Baby Toiletries,200ml,3200,,,,,
johnson-s-baby-lotion-300ml,Johnson's Baby Lotion,Johnson's,Baby & Kids,Baby Toiletries,300ml,4500,,,,,
johnson-s-baby-oil-200ml,Johnson's Baby Oil,Johnson's,Baby & Kids,Baby Toiletries,200ml,4200,,,,,
cussons-baby-powder-200g,Cussons Baby Powder,Cussons,Baby & Kids,Baby Toiletries,200g,2200,,,,,
johnson-s-baby-bath-500ml,Johnson's Baby Bath,Johnson's,Baby & Kids,Baby Toiletries,500ml,6800,,,,,
tommee-tippee-feeding-bottle-260ml,Tommee Tippee Feeding Bottle,Tommee Tippee,Baby & Kids,Baby Feeding,260ml,6500,,,,,
avent-feeding-bottle-260ml,Avent Feeding Bottle,Philips Avent,Baby & Kids,Baby Feeding,260ml,8500,,,,,
baby-food-bowl-set-1-set,Baby Food Bowl Set,Generic,Baby & Kids,Baby Feeding,1 set,3500,,,,,
farleys-rusks-reduced-sugar-baby-food-snack-300g,Farleys Rusks Reduced Sugar Baby Food Snack,Farley's,Baby & Kids,Baby Snack,300g,13960,,,,,
good4u-kids-breakfast-boost-100g,Good4U Kids Breakfast Boost,Good4U,Baby & Kids,Kids Cereal,100g,12170,,,,,
eva-table-water-75cl-x-12,Eva Table Water,Eva,Beverages,Water,75cl x 12,2800,,,,,
nestle-pure-life-water-60cl-x-12,Nestle Pure Life Water,Nestle,Beverages,Water,60cl x 12,3000,,,,,
aquafina-water-75cl-x-12,Aquafina Water,Aquafina,Beverages,Water,75cl x 12,3200,,,,,
coca-cola-pet-50cl-x-12,Coca-Cola PET,Coca-Cola,Beverages,Soft Drink,50cl x 12,6000,,,,,
pepsi-pet-50cl-x-12,Pepsi PET,Pepsi,Beverages,Soft Drink,50cl x 12,5800,,,,,
fanta-orange-pet-50cl-x-12,Fanta Orange PET,Fanta,Beverages,Soft Drink,50cl x 12,6000,,,,,
sprite-pet-50cl-x-12,Sprite PET,Sprite,Beverages,Soft Drink,50cl x 12,6000,,,,,
schweppes-bitter-lemon-33cl-x-12,Schweppes Bitter Lemon,Schweppes,Beverages,Soft Drink,33cl x 12,7200,,,,,
maltina-can-33cl-x-24,Maltina Can,Maltina,Beverages,Malt Drink,33cl x 24,9600,,,,,
amstel-malta-can-33cl-x-24,Amstel Malta Can,Amstel Malta,Beverages,Malt Drink,33cl x 24,9800,,,,,
malta-guinness-can-33cl-x-24,Malta Guinness Can,Malta Guinness,Beverages,Malt Drink,33cl x 24,10200,,,,,
chivita-active-juice-1l-x-12,Chivita Active Juice,Chivita,Beverages,Juice,1L x 12,18000,,,,,
five-alive-pulpy-orange-1l-x-12,Five Alive Pulpy Orange,Five Alive,Beverages,Juice,1L x 12,16500,,,,,
hollandia-yoghurt-plain-sweetened-1l-x-10,Hollandia Yoghurt Plain Sweetened,Hollandia,Beverages,Yoghurt Drink,1L x 10,17000,,,,,
hollandia-choco-malt-1l,Hollandia Choco Malt,Hollandia,Beverages,Chocolate Drink,1L,2200,,,,,
ribena-blackcurrant-1l,Ribena Blackcurrant,Ribena,Beverages,Juice Drink,1L,4200,,,,,
capri-sun-orange-200ml-x-10,Capri-Sun Orange,Capri-Sun,Beverages,Kids Juice,200ml x 10,4200,,,,,
lucozade-boost-450ml-x-12,Lucozade Boost,Lucozade,Beverages,Energy Drink,450ml x 12,10500,,,,,
monster-energy-drink-440ml-x-12,Monster Energy Drink,Monster,Beverages,Energy Drink,440ml x 12,18000,,,,,
red-bull-energy-drink-250ml-x-24,Red Bull Energy Drink,Red Bull,Beverages,Energy Drink,250ml x 24,32000,,,,,
nescafe-classic-coffee-tin-50g,Nescafe Classic Coffee Tin,Nescafe,Beverages,Coffee,50g,6485,,,,,
nescafe-breakfast-3-in-1-sachet-25g-x-10,Nescafe Breakfast 3 In 1 Sachet,Nescafe,Beverages,Coffee,25g x 10,2340,,,,,
topcafe-3-in-1-creamy-white-coffee-mix-30g-x-10,Topcafe 3 in 1 Creamy White Coffee Mix,Topcafe,Beverages,Coffee,30g x 10,1990,,,,,
nescafe-gold-blend-coffee-golden-roast-100g,Nescafe Gold Blend Coffee Golden Roast,Nescafe,Beverages,Coffee,100g,10395,,,,,
lavazza-qualita-rossa-coffee-beans-250g,Lavazza Qualita Rossa Coffee Beans,Lavazza,Beverages,Coffee,250g,25245,,,,,
tetley-tea-bags-100-bags,Tetley Tea Bags,Tetley,Beverages,Tea,100 bags,7500,,,,,
lipton-yellow-label-tea-bags-100-bags,Lipton Yellow Label Tea Bags,Lipton,Beverages,Tea,100 bags,4500,,,,,
ahmad-tea-english-breakfast-100-bags,Ahmad Tea English Breakfast,Ahmad Tea,Beverages,Tea,100 bags,8500,,,,,
nestle-milo-ready-to-drink-180ml-x-24,Nestle Milo Ready-to-Drink,Milo,Beverages,Chocolate Drink,180ml x 24,9500,,,,,
cowbell-chocolate-milk-drink-180ml-x-24,Cowbell Chocolate Milk Drink,Cowbell,Beverages,Chocolate Drink,180ml x 24,8200,,,,,
nivea-nourishing-cocoa-body-lotion-for-women-400ml,NIVEA Nourishing Cocoa Body Lotion For Women,NIVEA,Skincare,Body Lotion,400ml,3715,,,,,
nivea-radiant-beauty-advanced-care-body-lotion-400ml,NIVEA Radiant & Beauty Advanced Care Body Lotion,NIVEA,Skincare,Body Lotion,400ml,6095,,,,,
nivea-men-deep-body-lotion-400ml,NIVEA MEN Deep Body Lotion,NIVEA,Skincare,Body Lotion,400ml,4305,,,,,
nivea-perfect-radiant-body-lotion-400ml,NIVEA Perfect & Radiant Body Lotion,NIVEA,Skincare,Body Lotion,400ml,5240,,,,,
nivea-rich-nourishing-body-lotion-400ml,NIVEA Rich Nourishing Body Lotion,NIVEA,Skincare,Body Lotion,400ml,4715,,,,,
vaseline-intensive-care-cocoa-glow-lotion-400ml,Vaseline Intensive Care Cocoa Glow Lotion,Vaseline,Skincare,Body Lotion,400ml,6025,,,,,
vaseline-intensive-care-advanced-repair-lotion-400ml,Vaseline Intensive Care Advanced Repair Lotion,Vaseline,Skincare,Body Lotion,400ml,6500,,,,,
dove-nourishing-body-care-lotion-400ml,Dove Nourishing Body Care Lotion,Dove,Skincare,Body Lotion,400ml,7500,,,,,
palmer-s-cocoa-butter-formula-lotion-400ml,Palmer's Cocoa Butter Formula Lotion,Palmer's,Skincare,Body Lotion,400ml,8500,,,,,
jergens-ultra-healing-lotion-621ml,Jergens Ultra Healing Lotion,Jergens,Skincare,Body Lotion,621ml,9500,,,,,
cerave-daily-moisturizing-lotion-355ml,CeraVe Daily Moisturizing Lotion,CeraVe,Skincare,Body Lotion,355ml,21500,,,,,
simple-hydrating-light-moisturiser-125ml,Simple Hydrating Light Moisturiser,Simple,Skincare,Face Moisturiser,125ml,8500,,,,,
neutrogena-hydro-boost-water-gel-50ml,Neutrogena Hydro Boost Water Gel,Neutrogena,Skincare,Face Moisturiser,50ml,22500,,,,,
garnier-even-matte-vitamin-c-serum-cream-50ml,Garnier Even & Matte Vitamin C Serum Cream,Garnier,Skincare,Face Cream,50ml,6500,,,,,
garnier-micellar-cleansing-water-400ml,Garnier Micellar Cleansing Water,Garnier,Skincare,Cleanser,400ml,8000,,,,,
